installment_id,contract_id,installment_number,due_date,installment_value,payment_date,paid_value,days_past_due,status
I00130667,C013053,1,2026-03-10,280.67,2026-03-13,280.67,3,LATE
I00130668,C013053,2,2026-04-10,280.67,2026-04-13,280.67,3,LATE
I00130669,C013053,3,2026-05-10,280.67,2026-05-11,280.67,1,LATE
I00130670,C013053,4,2026-06-10,280.67,2026-06-11,280.67,1,LATE
I00130671,C013053,5,2026-07-10,280.67,2026-07-11,280.67,1,LATE
I00130672,C013053,6,2026-08-10,280.67,2026-08-26,280.67,16,LATE
I00130673,C013054,1,2026-02-10,1196.62,2026-02-13,1196.62,3,LATE
I00130674,C013054,2,2026-03-10,1196.62,2026-03-11,1196.62,1,LATE
I00130675,C013054,3,2026-04-10,1196.62,2026-04-10,1196.62,0,PAID
I00130676,C013054,4,2026-05-10,1196.62,2026-05-13,1196.62,3,LATE
I00130677,C013054,5,2026-06-10,1196.62,2026-06-24,1196.62,14,LATE
I00130678,C013054,6,2026-07-10,1196.62,2026-07-12,1196.62,2,LATE
I00130679,C013054,7,2026-08-10,1196.62,2026-08-12,1196.62,2,LATE
I00130680,C013055,1,2025-07-10,1284.3,2025-07-13,1284.3,3,LATE
I00130681,C013055,2,2025-08-10,1284.3,2025-08-10,1284.3,0,PAID
I00130682,C013055,3,2025-09-10,1284.3,2025-09-13,1284.3,3,LATE
I00130683,C013055,4,2025-10-10,1284.3,2025-10-12,1284.3,2,LATE
I00130684,C013055,5,2025-11-10,1284.3,2025-11-13,1284.3,3,LATE
I00130685,C013055,6,2025-12-10,1284.3,2025-12-10,1284.3,0,PAID
I00130686,C013055,7,2026-01-10,1284.3,2026-01-12,1284.3,2,LATE
I00130687,C013055,8,2026-02-10,1284.3,,0.0,80,DEFAULT
I00130688,C013055,9,2026-03-10,1284.3,,0.0,162,DEFAULT
I00130689,C013055,10,2026-04-10,1284.3,,0.0,131,DEFAULT
I00130690,C013055,11,2026-05-10,1284.3,,0.0,101,DEFAULT
I00130691,C013055,12,2026-06-10,1284.3,,0.0,70,DEFAULT
I00130692,C013055,13,2026-07-10,1284.3,,0.0,40,DEFAULT
I00130693,C013055,14,2026-08-10,1284.3,,0.0,9,DEFAULT
I00130694,C013056,1,2026-02-10,206.26,2026-02-13,206.26,3,LATE
I00130695,C013056,2,2026-03-10,206.26,2026-03-12,206.26,2,LATE
I00130696,C013056,3,2026-04-10,206.26,2026-04-12,206.26,2,LATE
I00130697,C013056,4,2026-05-10,206.26,2026-05-13,206.26,3,LATE
I00130698,C013056,5,2026-06-10,206.26,2026-06-17,206.26,7,LATE
I00130699,C013056,6,2026-07-10,206.26,2026-07-11,206.26,1,LATE
I00130700,C013056,7,2026-08-10,206.26,2026-08-10,206.26,0,PAID
I00130701,C013057,1,2025-02-10,103.18,2025-02-11,103.18,1,LATE
I00130702,C013057,2,2025-03-10,103.18,2025-03-13,103.18,3,LATE
I00130703,C013057,3,2025-04-10,103.18,2025-04-10,103.18,0,PAID
I00130704,C013057,4,2025-05-10,103.18,2025-05-13,103.18,3,LATE
I00130705,C013057,5,2025-06-10,103.18,2025-06-12,103.18,2,LATE
I00130706,C013057,6,2025-07-10,103.18,2025-07-12,103.18,2,LATE
I00130707,C013057,7,2025-08-10,103.18,2025-08-11,103.18,1,LATE
I00130708,C013057,8,2025-09-10,103.18,2025-09-12,103.18,2,LATE
I00130709,C013057,9,2025-10-10,103.18,2025-10-12,103.18,2,LATE
I00130710,C013057,10,2025-11-10,103.18,2025-11-10,103.18,0,PAID
I00130711,C013057,11,2025-12-10,103.18,2025-12-12,103.18,2,LATE
I00130712,C013057,12,2026-01-10,103.18,2026-01-12,103.18,2,LATE
I00130713,C013057,13,2026-02-10,103.18,2026-02-11,103.18,1,LATE
I00130714,C013057,14,2026-03-10,103.18,2026-03-10,103.18,0,PAID
I00130715,C013057,15,2026-04-10,103.18,2026-04-11,103.18,1,LATE
I00130716,C013057,16,2026-05-10,103.18,2026-05-22,103.18,12,LATE
I00130717,C013057,17,2026-06-10,103.18,2026-07-06,103.18,26,LATE
I00130718,C013057,18,2026-07-10,103.18,2026-07-11,103.18,1,LATE
I00130719,C013057,19,2026-08-10,103.18,2026-08-16,103.18,6,LATE
I00130720,C013058,1,2026-01-10,1144.95,2026-01-11,1144.95,1,LATE
I00130721,C013058,2,2026-02-10,1144.95,2026-02-12,1144.95,2,LATE
I00130722,C013058,3,2026-03-10,1144.95,2026-03-13,1144.95,3,LATE
I00130723,C013058,4,2026-04-10,1144.95,2026-04-13,1144.95,3,LATE
I00130724,C013058,5,2026-05-10,1144.95,2026-05-10,1144.95,0,PAID
I00130725,C013058,6,2026-06-10,1144.95,2026-06-13,1144.95,3,LATE
I00130726,C013058,7,2026-07-10,1144.95,2026-07-12,1144.95,2,LATE
I00130727,C013058,8,2026-08-10,1144.95,2026-08-12,1144.95,2,LATE
I00130728,C013059,1,2026-06-10,1262.64,2026-06-12,1262.64,2,LATE
I00130729,C013059,2,2026-07-10,1262.64,2026-07-12,1262.64,2,LATE
I00130730,C013059,3,2026-08-10,1262.64,2026-08-10,1262.64,0,PAID
I00130731,C013060,1,2026-01-10,602.33,2026-01-12,602.33,2,LATE
I00130732,C013060,2,2026-02-10,602.33,2026-02-11,602.33,1,LATE
I00130733,C013060,3,2026-03-10,602.33,2026-03-13,602.33,3,LATE
I00130734,C013060,4,2026-04-10,602.33,2026-04-12,602.33,2,LATE
I00130735,C013060,5,2026-05-10,602.33,2026-05-10,602.33,0,PAID
I00130736,C013060,6,2026-06-10,602.33,2026-06-13,602.33,3,LATE
I00130737,C013060,7,2026-07-10,602.33,2026-07-11,602.33,1,LATE
I00130738,C013060,8,2026-08-10,602.33,2026-08-12,602.33,2,LATE
I00130739,C013061,1,2026-04-10,235.85,2026-04-12,235.85,2,LATE
I00130740,C013061,2,2026-05-10,235.85,2026-05-11,235.85,1,LATE
I00130741,C013061,3,2026-06-10,235.85,2026-07-10,235.85,30,LATE
I00130742,C013061,4,2026-07-10,235.85,2026-07-13,235.85,3,LATE
I00130743,C013061,5,2026-08-10,235.85,2026-08-13,235.85,3,LATE
I00130744,C013062,1,2026-04-10,829.29,2026-04-10,829.29,0,PAID
I00130745,C013062,2,2026-05-10,829.29,2026-05-13,829.29,3,LATE
I00130746,C013062,3,2026-06-10,829.29,2026-06-10,829.29,0,PAID
I00130747,C013062,4,2026-07-10,829.29,2026-07-11,829.29,1,LATE
I00130748,C013062,5,2026-08-10,829.29,2026-08-10,829.29,0,PAID
I00130749,C013063,1,2025-03-10,267.12,2025-03-12,267.12,2,LATE
I00130750,C013063,2,2025-04-10,267.12,2025-04-18,267.12,8,LATE
I00130751,C013063,3,2025-05-10,267.12,2025-05-10,267.12,0,PAID
I00130752,C013063,4,2025-06-10,267.12,,0.0,106,DEFAULT
I00130753,C013063,5,2025-07-10,267.12,,0.0,405,DEFAULT
I00130754,C013063,6,2025-08-10,267.12,,0.0,374,DEFAULT
I00130755,C013063,7,2025-09-10,267.12,,0.0,343,DEFAULT
I00130756,C013063,8,2025-10-10,267.12,,0.0,313,DEFAULT
I00130757,C013063,9,2025-11-10,267.12,,0.0,282,DEFAULT
I00130758,C013063,10,2025-12-10,267.12,,0.0,252,DEFAULT
I00130759,C013063,11,2026-01-10,267.12,,0.0,221,DEFAULT
I00130760,C013063,12,2026-02-10,267.12,,0.0,190,DEFAULT
I00130761,C013063,13,2026-03-10,267.12,,0.0,162,DEFAULT
I00130762,C013063,14,2026-04-10,267.12,,0.0,131,DEFAULT
I00130763,C013063,15,2026-05-10,267.12,,0.0,101,DEFAULT
I00130764,C013063,16,2026-06-10,267.12,,0.0,70,DEFAULT
I00130765,C013063,17,2026-07-10,267.12,,0.0,40,DEFAULT
I00130766,C013063,18,2026-08-10,267.12,,0.0,9,DEFAULT
I00130767,C013064,1,2025-03-10,297.67,2025-03-13,297.67,3,LATE
I00130768,C013064,2,2025-04-10,297.67,2025-04-10,297.67,0,PAID
I00130769,C013064,3,2025-05-10,297.67,2025-05-12,297.67,2,LATE
I00130770,C013064,4,2025-06-10,297.67,2025-06-26,297.67,16,LATE
I00130771,C013064,5,2025-07-10,297.67,2025-07-10,297.67,0,PAID
I00130772,C013064,6,2025-08-10,297.67,2025-08-10,297.67,0,PAID
I00130773,C013064,7,2025-09-10,297.67,2025-09-12,297.67,2,LATE
I00130774,C013064,8,2025-10-10,297.67,2025-10-10,297.67,0,PAID
I00130775,C013064,9,2025-11-10,297.67,2025-11-12,297.67,2,LATE
I00130776,C013064,10,2025-12-10,297.67,2025-12-10,297.67,0,PAID
I00130777,C013064,11,2026-01-10,297.67,2026-01-13,297.67,3,LATE
I00130778,C013064,12,2026-02-10,297.67,2026-02-11,297.67,1,LATE
I00130779,C013064,13,2026-03-10,297.67,2026-03-12,297.67,2,LATE
I00130780,C013065,1,2026-03-10,347.84,2026-03-13,347.84,3,LATE
I00130781,C013065,2,2026-04-10,347.84,2026-04-12,347.84,2,LATE
I00130782,C013065,3,2026-05-10,347.84,2026-05-10,347.84,0,PAID
I00130783,C013065,4,2026-06-10,347.84,2026-06-12,347.84,2,LATE
I00130784,C013065,5,2026-07-10,347.84,2026-07-13,347.84,3,LATE
I00130785,C013065,6,2026-08-10,347.84,,0.0,110,DEFAULT
I00130786,C013066,1,2026-01-10,173.09,2026-01-10,173.09,0,PAID
I00130787,C013066,2,2026-02-10,173.09,2026-02-21,173.09,11,LATE
I00130788,C013066,3,2026-03-10,173.09,2026-03-11,173.09,1,LATE
I00130789,C013066,4,2026-04-10,173.09,2026-04-12,173.09,2,LATE
I00130790,C013066,5,2026-05-10,173.09,2026-05-13,173.09,3,LATE
I00130791,C013066,6,2026-06-10,173.09,2026-07-08,173.09,28,LATE
I00130792,C013066,7,2026-07-10,173.09,2026-07-10,173.09,0,PAID
I00130793,C013066,8,2026-08-10,173.09,2026-08-12,173.09,2,LATE
I00130794,C013067,1,2025-02-10,186.03,2025-02-12,186.03,2,LATE
I00130795,C013067,2,2025-03-10,186.03,2025-03-13,186.03,3,LATE
I00130796,C013067,3,2025-04-10,186.03,2025-05-10,186.03,30,LATE
I00130797,C013067,4,2025-05-10,186.03,2025-05-13,186.03,3,LATE
I00130798,C013067,5,2025-06-10,186.03,2025-06-25,186.03,15,LATE
I00130799,C013067,6,2025-07-10,186.03,2025-07-11,186.03,1,LATE
I00130800,C013067,7,2025-08-10,186.03,2025-08-12,186.03,2,LATE
I00130801,C013067,8,2025-09-10,186.03,2025-09-12,186.03,2,LATE
I00130802,C013067,9,2025-10-10,186.03,2025-10-10,186.03,0,PAID
I00130803,C013067,10,2025-11-10,186.03,2025-11-10,186.03,0,PAID
I00130804,C013067,11,2025-12-10,186.03,2025-12-10,186.03,0,PAID
I00130805,C013067,12,2026-01-10,186.03,2026-01-18,186.03,8,LATE
I00130806,C013067,13,2026-02-10,186.03,2026-02-11,186.03,1,LATE
I00130807,C013067,14,2026-03-10,186.03,2026-03-19,186.03,9,LATE
I00130808,C013067,15,2026-04-10,186.03,2026-04-13,186.03,3,LATE
I00130809,C013067,16,2026-05-10,186.03,2026-05-13,186.03,3,LATE
I00130810,C013067,17,2026-06-10,186.03,2026-06-11,186.03,1,LATE
I00130811,C013067,18,2026-07-10,186.03,2026-07-25,186.03,15,LATE
I00130812,C013067,19,2026-08-10,186.03,2026-08-12,186.03,2,LATE
I00130813,C013068,1,2025-05-10,275.87,2025-05-13,275.87,3,LATE
I00130814,C013068,2,2025-06-10,275.87,2025-06-11,275.87,1,LATE
I00130815,C013068,3,2025-07-10,275.87,2025-07-13,275.87,3,LATE
I00130816,C013068,4,2025-08-10,275.87,2025-08-12,275.87,2,LATE
I00130817,C013068,5,2025-09-10,275.87,,0.0,77,DEFAULT
I00130818,C013068,6,2025-10-10,275.87,,0.0,313,DEFAULT
I00130819,C013068,7,2025-11-10,275.87,,0.0,282,DEFAULT
I00130820,C013068,8,2025-12-10,275.87,,0.0,252,DEFAULT
I00130821,C013068,9,2026-01-10,275.87,,0.0,221,DEFAULT
I00130822,C013068,10,2026-02-10,275.87,,0.0,190,DEFAULT
I00130823,C013068,11,2026-03-10,275.87,,0.0,162,DEFAULT
I00130824,C013068,12,2026-04-10,275.87,,0.0,131,DEFAULT
I00130825,C013068,13,2026-05-10,275.87,,0.0,101,DEFAULT
I00130826,C013068,14,2026-06-10,275.87,,0.0,70,DEFAULT
I00130827,C013068,15,2026-07-10,275.87,,0.0,40,DEFAULT
I00130828,C013068,16,2026-08-10,275.87,,0.0,9,DEFAULT
I00130829,C013069,1,2025-05-10,68.75,2025-05-11,68.75,1,LATE
I00130830,C013069,2,2025-06-10,68.75,2025-07-04,68.75,24,LATE
I00130831,C013069,3,2025-07-10,68.75,2025-07-11,68.75,1,LATE
I00130832,C013069,4,2025-08-10,68.75,2025-08-13,68.75,3,LATE
I00130833,C013069,5,2025-09-10,68.75,2025-09-10,68.75,0,PAID
I00130834,C013069,6,2025-10-10,68.75,2025-10-13,68.75,3,LATE
I00130835,C013069,7,2025-11-10,68.75,2025-11-13,68.75,3,LATE
I00130836,C013069,8,2025-12-10,68.75,2025-12-12,68.75,2,LATE
I00130837,C013069,9,2026-01-10,68.75,2026-01-10,68.75,0,PAID
I00130838,C013069,10,2026-02-10,68.75,2026-02-10,68.75,0,PAID
I00130839,C013069,11,2026-03-10,68.75,2026-03-28,68.75,18,LATE
I00130840,C013069,12,2026-04-10,68.75,2026-04-13,68.75,3,LATE
I00130841,C013069,13,2026-05-10,68.75,2026-05-10,68.75,0,PAID
I00130842,C013069,14,2026-06-10,68.75,2026-06-13,68.75,3,LATE
I00130843,C013069,15,2026-07-10,68.75,2026-07-12,68.75,2,LATE
I00130844,C013069,16,2026-08-10,68.75,2026-08-11,68.75,1,LATE
I00130845,C013070,1,2025-05-10,313.49,2025-05-10,313.49,0,PAID
I00130846,C013070,2,2025-06-10,313.49,2025-06-13,313.49,3,LATE
I00130847,C013070,3,2025-07-10,313.49,2025-07-12,313.49,2,LATE
I00130848,C013070,4,2025-08-10,313.49,2025-08-11,313.49,1,LATE
I00130849,C013070,5,2025-09-10,313.49,,0.0,65,DEFAULT
I00130850,C013070,6,2025-10-10,313.49,,0.0,313,DEFAULT
I00130851,C013070,7,2025-11-10,313.49,,0.0,282,DEFAULT
I00130852,C013070,8,2025-12-10,313.49,,0.0,252,DEFAULT
I00130853,C013070,9,2026-01-10,313.49,,0.0,221,DEFAULT
I00130854,C013070,10,2026-02-10,313.49,,0.0,190,DEFAULT
I00130855,C013070,11,2026-03-10,313.49,,0.0,162,DEFAULT
I00130856,C013070,12,2026-04-10,313.49,,0.0,131,DEFAULT
I00130857,C013070,13,2026-05-10,313.49,,0.0,101,DEFAULT
I00130858,C013070,14,2026-06-10,313.49,,0.0,70,DEFAULT
I00130859,C013070,15,2026-07-10,313.49,,0.0,40,DEFAULT
I00130860,C013070,16,2026-08-10,313.49,,0.0,9,DEFAULT
I00130861,C013071,1,2025-02-10,778.89,2025-02-10,778.89,0,PAID
I00130862,C013071,2,2025-03-10,778.89,2025-03-13,778.89,3,LATE
I00130863,C013071,3,2025-04-10,778.89,2025-04-11,778.89,1,LATE
I00130864,C013071,4,2025-05-10,778.89,2025-05-10,778.89,0,PAID
I00130865,C013071,5,2025-06-10,778.89,2025-06-11,778.89,1,LATE
I00130866,C013071,6,2025-07-10,778.89,2025-07-12,778.89,2,LATE
I00130867,C013071,7,2025-08-10,778.89,2025-08-13,778.89,3,LATE
I00130868,C013071,8,2025-09-10,778.89,2025-09-11,778.89,1,LATE
I00130869,C013071,9,2025-10-10,778.89,2025-10-23,778.89,13,LATE
I00130870,C013071,10,2025-11-10,778.89,2025-11-12,778.89,2,LATE
I00130871,C013071,11,2025-12-10,778.89,,0.0,75,DEFAULT
I00130872,C013071,12,2026-01-10,778.89,,0.0,221,DEFAULT
I00130873,C013071,13,2026-02-10,778.89,,0.0,190,DEFAULT
I00130874,C013071,14,2026-03-10,778.89,,0.0,162,DEFAULT
I00130875,C013071,15,2026-04-10,778.89,,0.0,131,DEFAULT
I00130876,C013071,16,2026-05-10,778.89,,0.0,101,DEFAULT
I00130877,C013071,17,2026-06-10,778.89,,0.0,70,DEFAULT
I00130878,C013071,18,2026-07-10,778.89,,0.0,40,DEFAULT
I00130879,C013071,19,2026-08-10,778.89,,0.0,9,DEFAULT
I00130880,C013072,1,2026-03-10,847.1,2026-03-12,847.1,2,LATE
I00130881,C013072,2,2026-04-10,847.1,2026-04-12,847.1,2,LATE
I00130882,C013072,3,2026-05-10,847.1,2026-05-23,847.1,13,LATE
I00130883,C013072,4,2026-06-10,847.1,2026-06-10,847.1,0,PAID
I00130884,C013072,5,2026-07-10,847.1,2026-07-13,847.1,3,LATE
I00130885,C013072,6,2026-08-10,847.1,2026-08-12,847.1,2,LATE
I00130886,C013073,1,2025-08-10,233.21,2025-08-10,233.21,0,PAID
I00130887,C013073,2,2025-09-10,233.21,2025-09-16,233.21,6,LATE
I00130888,C013073,3,2025-10-10,233.21,2025-11-02,233.21,23,LATE
I00130889,C013073,4,2025-11-10,233.21,,0.0,102,DEFAULT
I00130890,C013073,5,2025-12-10,233.21,,0.0,252,DEFAULT
I00130891,C013073,6,2026-01-10,233.21,,0.0,221,DEFAULT
I00130892,C013073,7,2026-02-10,233.21,,0.0,190,DEFAULT
I00130893,C013073,8,2026-03-10,233.21,,0.0,162,DEFAULT
I00130894,C013073,9,2026-04-10,233.21,,0.0,131,DEFAULT
I00130895,C013073,10,2026-05-10,233.21,,0.0,101,DEFAULT
I00130896,C013074,1,2026-07-10,318.64,2026-07-12,318.64,2,LATE
I00130897,C013074,2,2026-08-10,318.64,2026-08-12,318.64,2,LATE
I00130898,C013075,1,2025-07-10,389.24,2025-07-11,389.24,1,LATE
I00130899,C013075,2,2025-08-10,389.24,2025-08-18,389.24,8,LATE
I00130900,C013075,3,2025-09-10,389.24,2025-09-12,389.24,2,LATE
I00130901,C013075,4,2025-10-10,389.24,2025-10-11,389.24,1,LATE
I00130902,C013075,5,2025-11-10,389.24,2025-11-12,389.24,2,LATE
I00130903,C013075,6,2025-12-10,389.24,2025-12-25,389.24,15,LATE
I00130904,C013075,7,2026-01-10,389.24,2026-01-12,389.24,2,LATE
I00130905,C013075,8,2026-02-10,389.24,2026-02-13,389.24,3,LATE
I00130906,C013075,9,2026-03-10,389.24,2026-03-13,389.24,3,LATE
I00130907,C013075,10,2026-04-10,389.24,2026-04-10,389.24,0,PAID
I00130908,C013075,11,2026-05-10,389.24,2026-05-13,389.24,3,LATE
I00130909,C013075,12,2026-06-10,389.24,2026-06-12,389.24,2,LATE
I00130910,C013075,13,2026-07-10,389.24,,0.0,76,DEFAULT
I00130911,C013075,14,2026-08-10,389.24,2026-08-10,389.24,0,PAID
I00130912,C013076,1,2025-07-10,852.33,2025-07-13,852.33,3,LATE
I00130913,C013076,2,2025-08-10,852.33,2025-08-12,852.33,2,LATE
I00130914,C013076,3,2025-09-10,852.33,2025-09-13,852.33,3,LATE
I00130915,C013076,4,2025-10-10,852.33,2025-10-13,852.33,3,LATE
I00130916,C013076,5,2025-11-10,852.33,2025-11-18,852.33,8,LATE
I00130917,C013076,6,2025-12-10,852.33,2026-01-05,852.33,26,LATE
I00130918,C013076,7,2026-01-10,852.33,2026-01-11,852.33,1,LATE
I00130919,C013076,8,2026-02-10,852.33,2026-02-12,852.33,2,LATE
I00130920,C013076,9,2026-03-10,852.33,2026-03-10,852.33,0,PAID
I00130921,C013076,10,2026-04-10,852.33,2026-04-13,852.33,3,LATE
I00130922,C013076,11,2026-05-10,852.33,2026-05-28,852.33,18,LATE
I00130923,C013076,12,2026-06-10,852.33,2026-06-10,852.33,0,PAID
I00130924,C013076,13,2026-07-10,852.33,2026-07-10,852.33,0,PAID
I00130925,C013076,14,2026-08-10,852.33,2026-08-11,852.33,1,LATE
I00130926,C013077,1,2026-01-10,1553.64,2026-01-11,1553.64,1,LATE
I00130927,C013077,2,2026-02-10,1553.64,2026-02-12,1553.64,2,LATE
I00130928,C013077,3,2026-03-10,1553.64,2026-03-10,1553.64,0,PAID
I00130929,C013077,4,2026-04-10,1553.64,2026-04-26,1553.64,16,LATE
I00130930,C013077,5,2026-05-10,1553.64,,0.0,109,DEFAULT
I00130931,C013077,6,2026-06-10,1553.64,,0.0,70,DEFAULT
I00130932,C013077,7,2026-07-10,1553.64,,0.0,40,DEFAULT
I00130933,C013077,8,2026-08-10,1553.64,,0.0,9,DEFAULT
I00130934,C013078,1,2025-11-10,1865.93,2025-11-12,1865.93,2,LATE
I00130935,C013078,2,2025-12-10,1865.93,,0.0,106,DEFAULT
I00130936,C013078,3,2026-01-10,1865.93,,0.0,221,DEFAULT
I00130937,C013078,4,2026-02-10,1865.93,,0.0,190,DEFAULT
I00130938,C013078,5,2026-03-10,1865.93,,0.0,162,DEFAULT
I00130939,C013078,6,2026-04-10,1865.93,,0.0,131,DEFAULT
I00130940,C013078,7,2026-05-10,1865.93,,0.0,101,DEFAULT
I00130941,C013078,8,2026-06-10,1865.93,,0.0,70,DEFAULT
I00130942,C013078,9,2026-07-10,1865.93,,0.0,40,DEFAULT
I00130943,C013078,10,2026-08-10,1865.93,,0.0,9,DEFAULT
I00130944,C013079,1,2025-04-10,322.94,2025-04-12,322.94,2,LATE
I00130945,C013079,2,2025-05-10,322.94,,0.0,46,DEFAULT
I00130946,C013079,3,2025-06-10,322.94,,0.0,435,DEFAULT
I00130947,C013079,4,2025-07-10,322.94,,0.0,405,DEFAULT
I00130948,C013079,5,2025-08-10,322.94,,0.0,374,DEFAULT
I00130949,C013079,6,2025-09-10,322.94,,0.0,343,DEFAULT
I00130950,C013079,7,2025-10-10,322.94,,0.0,313,DEFAULT
I00130951,C013079,8,2025-11-10,322.94,,0.0,282,DEFAULT
I00130952,C013079,9,2025-12-10,322.94,,0.0,252,DEFAULT
I00130953,C013079,10,2026-01-10,322.94,,0.0,221,DEFAULT
I00130954,C013079,11,2026-02-10,322.94,,0.0,190,DEFAULT
I00130955,C013079,12,2026-03-10,322.94,,0.0,162,DEFAULT
I00130956,C013080,1,2026-02-10,248.84,2026-02-10,248.84,0,PAID
I00130957,C013080,2,2026-03-10,248.84,2026-03-12,248.84,2,LATE
I00130958,C013080,3,2026-04-10,248.84,2026-04-11,248.84,1,LATE
I00130959,C013080,4,2026-05-10,248.84,2026-05-11,248.84,1,LATE
I00130960,C013080,5,2026-06-10,248.84,2026-06-13,248.84,3,LATE
I00130961,C013080,6,2026-07-10,248.84,2026-07-16,248.84,6,LATE
I00130962,C013080,7,2026-08-10,248.84,2026-08-12,248.84,2,LATE
I00130963,C013081,1,2025-08-10,300.24,2025-09-06,300.24,27,LATE
I00130964,C013081,2,2025-09-10,300.24,2025-09-10,300.24,0,PAID
I00130965,C013081,3,2025-10-10,300.24,2025-10-12,300.24,2,LATE
I00130966,C013081,4,2025-11-10,300.24,2025-11-10,300.24,0,PAID
I00130967,C013081,5,2025-12-10,300.24,2025-12-13,300.24,3,LATE
I00130968,C013081,6,2026-01-10,300.24,,0.0,105,DEFAULT
I00130969,C013081,7,2026-02-10,300.24,,0.0,190,DEFAULT
I00130970,C013081,8,2026-03-10,300.24,,0.0,162,DEFAULT
I00130971,C013081,9,2026-04-10,300.24,,0.0,131,DEFAULT
I00130972,C013081,10,2026-05-10,300.24,,0.0,101,DEFAULT
I00130973,C013081,11,2026-06-10,300.24,,0.0,70,DEFAULT
I00130974,C013081,12,2026-07-10,300.24,,0.0,40,DEFAULT
I00130975,C013081,13,2026-08-10,300.24,,0.0,9,DEFAULT
I00130976,C013082,1,2026-07-10,237.12,2026-07-21,237.12,11,LATE
I00130977,C013082,2,2026-08-10,237.12,2026-08-13,237.12,3,LATE
I00130978,C013083,1,2025-02-10,470.4,2025-02-13,470.4,3,LATE
I00130979,C013083,2,2025-03-10,470.4,2025-03-12,470.4,2,LATE
I00130980,C013083,3,2025-04-10,470.4,2025-04-10,470.4,0,PAID
I00130981,C013083,4,2025-05-10,470.4,2025-05-12,470.4,2,LATE
I00130982,C013083,5,2025-06-10,470.4,,0.0,45,DEFAULT
I00130983,C013083,6,2025-07-10,470.4,,0.0,405,DEFAULT
I00130984,C013083,7,2025-08-10,470.4,,0.0,374,DEFAULT
I00130985,C013083,8,2025-09-10,470.4,,0.0,343,DEFAULT
I00130986,C013083,9,2025-10-10,470.4,,0.0,313,DEFAULT
I00130987,C013083,10,2025-11-10,470.4,,0.0,282,DEFAULT
I00130988,C013083,11,2025-12-10,470.4,,0.0,252,DEFAULT
I00130989,C013083,12,2026-01-10,470.4,,0.0,221,DEFAULT
I00130990,C013083,13,2026-02-10,470.4,,0.0,190,DEFAULT
I00130991,C013083,14,2026-03-10,470.4,,0.0,162,DEFAULT
I00130992,C013083,15,2026-04-10,470.4,,0.0,131,DEFAULT
I00130993,C013083,16,2026-05-10,470.4,,0.0,101,DEFAULT
I00130994,C013083,17,2026-06-10,470.4,,0.0,70,DEFAULT
I00130995,C013083,18,2026-07-10,470.4,,0.0,40,DEFAULT
I00130996,C013083,19,2026-08-10,470.4,,0.0,9,DEFAULT
I00130997,C013084,1,2026-01-10,310.94,2026-01-11,310.94,1,LATE
I00130998,C013084,2,2026-02-10,310.94,2026-02-11,310.94,1,LATE
I00130999,C013084,3,2026-03-10,310.94,2026-03-12,310.94,2,LATE
I00131000,C013084,4,2026-04-10,310.94,2026-04-13,310.94,3,LATE
I00131001,C013084,5,2026-05-10,310.94,2026-05-13,310.94,3,LATE
I00131002,C013084,6,2026-06-10,310.94,2026-06-11,310.94,1,LATE
I00131003,C013084,7,2026-07-10,310.94,2026-07-10,310.94,0,PAID
I00131004,C013084,8,2026-08-10,310.94,2026-08-12,310.94,2,LATE
I00131005,C013085,1,2025-03-10,590.99,2025-03-13,590.99,3,LATE
I00131006,C013085,2,2025-04-10,590.99,2025-04-12,590.99,2,LATE
I00131007,C013085,3,2025-05-10,590.99,2025-05-12,590.99,2,LATE
I00131008,C013085,4,2025-06-10,590.99,2025-06-10,590.99,0,PAID
I00131009,C013085,5,2025-07-10,590.99,2025-07-10,590.99,0,PAID
I00131010,C013085,6,2025-08-10,590.99,2025-08-11,590.99,1,LATE
I00131011,C013085,7,2025-09-10,590.99,2025-09-12,590.99,2,LATE
I00131012,C013085,8,2025-10-10,590.99,2025-10-13,590.99,3,LATE
I00131013,C013085,9,2025-11-10,590.99,2025-11-11,590.99,1,LATE
I00131014,C013085,10,2025-12-10,590.99,2025-12-10,590.99,0,PAID
I00131015,C013085,11,2026-01-10,590.99,2026-01-12,590.99,2,LATE
I00131016,C013085,12,2026-02-10,590.99,2026-02-10,590.99,0,PAID
I00131017,C013085,13,2026-03-10,590.99,2026-03-12,590.99,2,LATE
I00131018,C013085,14,2026-04-10,590.99,2026-04-12,590.99,2,LATE
I00131019,C013085,15,2026-05-10,590.99,2026-05-11,590.99,1,LATE
I00131020,C013085,16,2026-06-10,590.99,2026-06-13,590.99,3,LATE
I00131021,C013085,17,2026-07-10,590.99,2026-07-11,590.99,1,LATE
I00131022,C013085,18,2026-08-10,590.99,2026-08-13,590.99,3,LATE
I00131023,C013086,1,2026-02-10,287.05,2026-02-10,287.05,0,PAID
I00131024,C013086,2,2026-03-10,287.05,,0.0,85,DEFAULT
I00131025,C013086,3,2026-04-10,287.05,,0.0,131,DEFAULT
I00131026,C013086,4,2026-05-10,287.05,,0.0,101,DEFAULT
I00131027,C013086,5,2026-06-10,287.05,,0.0,70,DEFAULT
I00131028,C013086,6,2026-07-10,287.05,,0.0,40,DEFAULT
I00131029,C013086,7,2026-08-10,287.05,,0.0,9,DEFAULT
I00131030,C013087,1,2025-02-10,903.22,2025-02-11,903.22,1,LATE
