recovery_id,contract_id,recovery_date,recovery_amount,recovery_method,days_after_default
R00008878,C011255,2026-02-08,2362.55,Collection,90
R00008879,C011255,2026-03-10,1968.79,Settlement,120
R00008880,C011255,2026-05-09,1706.29,Collection,180
R00008881,C011257,2026-05-09,8069.82,Collection,60
R00008882,C011257,2026-06-08,7262.84,Collection,90
R00008883,C011258,2026-08-08,2280.45,Collection,90
R00008884,C011259,2026-03-12,270.44,Renegotiation,30
R00008885,C011259,2026-05-11,202.83,Collection,90
R00008886,C011259,2026-06-10,169.02,Renegotiation,120
R00008887,C011266,2025-05-10,1629.16,Payment,30
R00008888,C011266,2025-07-09,1221.87,Payment,90
R00008889,C011266,2025-10-07,882.46,Payment,180
R00008890,C011267,2026-08-09,814.62,Payment,60
R00008891,C011272,2026-03-11,582.98,Payment,60
R00008892,C011272,2026-04-10,524.68,Renegotiation,90
R00008893,C011272,2026-07-09,378.94,Payment,180
R00008894,C011274,2026-06-09,573.87,Settlement,30
R00008895,C011274,2026-07-09,478.23,Payment,60
R00008896,C011277,2026-01-08,612.66,Payment,90
R00008897,C011283,2026-02-09,2037.65,Payment,30
R00008898,C011283,2026-03-11,1698.04,Payment,60
R00008899,C011288,2026-02-08,3018.41,Settlement,90
R00008900,C011288,2026-05-09,2179.97,Settlement,180
R00008901,C011292,2026-02-09,986.47,Payment,30
R00008902,C011292,2026-03-11,822.06,Renegotiation,60
R00008903,C011292,2026-07-09,534.34,Settlement,180
R00008904,C011295,2025-05-10,2547.39,Payment,30
R00008905,C011295,2025-06-09,2122.83,Payment,60
R00008906,C011295,2026-04-05,1061.41,Settlement,360
R00008907,C011298,2026-06-09,2455.27,Collection,60
R00008908,C011298,2026-07-09,2209.74,Settlement,90
R00008909,C011298,2026-08-08,1841.45,Payment,120
R00008910,C011299,2025-12-09,1773.68,Renegotiation,60
R00008911,C011299,2026-01-08,1596.31,Payment,90
R00008912,C011305,2026-01-09,1958.19,Payment,60
R00008913,C011305,2026-05-09,1272.82,Payment,180
R00008914,C011307,2025-08-09,1893.51,Payment,30
R00008915,C011307,2025-10-08,1420.14,Collection,90
R00008916,C011307,2025-11-07,1183.45,Payment,120
R00008917,C011307,2026-07-05,788.96,Collection,360
R00008918,C011309,2026-08-09,1199.62,Settlement,60
R00008919,C011310,2026-03-12,16422.8,Settlement,30
R00008920,C011310,2026-05-11,12317.1,Renegotiation,90
R00008921,C011310,2026-08-09,8895.68,Renegotiation,180
R00008922,C011311,2026-04-11,281.29,Collection,60
R00008923,C011311,2026-05-11,253.16,Payment,90
R00008924,C011311,2026-06-10,210.97,Payment,120
R00008925,C011316,2026-07-09,7358.18,Payment,60
R00008926,C011317,2026-03-10,2423.46,Payment,90
R00008927,C011319,2025-07-09,6050.84,Payment,90
R00008928,C011319,2025-08-08,5042.36,Renegotiation,120
R00008929,C011319,2025-10-07,4370.05,Payment,180
R00008930,C011324,2025-09-08,997.82,Collection,60
R00008931,C011324,2025-11-07,748.37,Collection,120
R00008932,C011325,2025-12-10,1892.95,Payment,30
R00008933,C011325,2026-01-09,1577.46,Payment,60
R00008934,C011325,2026-02-08,1419.71,Payment,90
R00008935,C011330,2026-01-08,107.06,Settlement,90
R00008936,C011330,2026-02-07,89.22,Settlement,120
R00008937,C011335,2025-04-09,3680.1,Settlement,30
R00008938,C011335,2026-03-05,1533.37,Payment,360
R00008939,C011336,2026-08-08,290.16,Collection,90
R00008940,C011337,2026-07-10,754.69,Collection,30
R00008941,C011337,2026-08-09,628.91,Collection,60
R00008942,C011339,2026-08-09,1915.47,Renegotiation,30
R00008943,C011342,2026-04-09,17435.48,Renegotiation,30
R00008944,C011342,2026-07-08,10897.18,Collection,120
R00008945,C011343,2025-06-09,2244.29,Renegotiation,60
R00008946,C011343,2025-07-09,2019.86,Payment,90
R00008947,C011343,2025-08-08,1683.22,Payment,120
R00008948,C011343,2026-04-05,1122.15,Settlement,360
R00008949,C011346,2026-08-09,2161.29,Payment,30
R00008950,C011347,2025-09-09,1419.86,Payment,30
R00008951,C011347,2025-12-08,887.41,Payment,120
R00008952,C011347,2026-08-05,591.61,Collection,360
R00008953,C011349,2025-11-09,4380.47,Renegotiation,30
R00008954,C011349,2026-01-08,3285.36,Settlement,90
R00008955,C011349,2026-02-07,2737.8,Settlement,120
R00008956,C011351,2026-08-09,3004.49,Renegotiation,30
R00008957,C011354,2025-10-08,1263.71,Payment,90
R00008958,C011354,2025-11-07,1053.09,Renegotiation,120
R00008959,C011354,2026-01-06,912.68,Payment,180
R00008960,C011355,2026-07-10,1459.69,Collection,30
R00008961,C011357,2026-06-09,16426.36,Payment,60
R00008962,C011357,2026-08-08,12319.77,Payment,120
R00008963,C011362,2026-08-09,1178.7,Payment,60
R00008964,C011364,2026-07-10,2468.35,Renegotiation,30
R00008965,C011365,2026-02-08,6360.71,Payment,90
R00008966,C011365,2026-03-10,5300.59,Payment,120
R00008967,C011367,2026-07-08,8515.03,Renegotiation,120
R00008968,C011371,2025-12-09,955.98,Renegotiation,60
R00008969,C011374,2025-07-10,1632.19,Renegotiation,30
R00008970,C011374,2025-12-07,884.1,Renegotiation,180
R00008971,C011376,2026-08-09,985.86,Payment,30
R00008972,C011385,2026-06-09,16901.64,Payment,60
R00008973,C011389,2026-01-09,239.78,Collection,30
R00008974,C011389,2026-02-08,199.82,Payment,60
R00008975,C011389,2026-03-10,179.84,Payment,90
R00008976,C011391,2026-01-09,1692.88,Renegotiation,30
R00008977,C011391,2026-02-08,1410.74,Settlement,60
R00008978,C011391,2026-03-10,1269.66,Renegotiation,90
R00008979,C011391,2026-04-09,1058.05,Payment,120
R00008980,C011396,2026-07-09,1064.01,Collection,60
R00008981,C011396,2026-08-08,957.61,Settlement,90
R00008982,C011404,2026-06-09,1790.84,Payment,60
R00008983,C011407,2026-03-12,699.44,Settlement,30
R00008984,C011407,2026-04-11,582.86,Payment,60
R00008985,C011407,2026-05-11,524.58,Settlement,90
R00008986,C011410,2026-06-09,463.8,Settlement,30
R00008987,C011412,2026-07-10,3354.41,Settlement,30
R00008988,C011412,2026-08-09,2795.34,Payment,60
R00008989,C011414,2025-11-09,10501.69,Payment,30
R00008990,C011414,2025-12-09,8751.41,Payment,60
R00008991,C011414,2026-02-07,6563.56,Collection,120
R00008992,C011414,2026-04-08,5688.41,Payment,180
R00008993,C011418,2026-05-10,3512.44,Settlement,30
R00008994,C011418,2026-07-09,2634.33,Settlement,90
R00008995,C011420,2026-08-09,1549.45,Payment,30
R00008996,C011422,2026-08-09,1351.32,Settlement,60
R00008997,C011424,2025-05-10,2174.39,Payment,30
R00008998,C011424,2025-06-09,1811.99,Renegotiation,60
R00008999,C011424,2026-04-05,906.0,Payment,360
R00009000,C011430,2026-06-09,13780.45,Collection,30
R00009001,C011431,2026-05-09,1126.12,Payment,60
R00009002,C011432,2025-04-09,18971.82,Payment,30
R00009003,C011432,2025-06-08,14228.87,Renegotiation,90
R00009004,C011432,2026-03-05,7904.93,Settlement,360
R00009005,C011433,2026-05-10,425.47,Collection,30
R00009006,C011433,2026-06-09,354.56,Collection,60
R00009007,C011433,2026-08-08,265.92,Settlement,120
R00009008,C011435,2026-01-09,1332.19,Payment,30
R00009009,C011435,2026-02-08,1110.15,Payment,60
R00009010,C011435,2026-06-08,721.6,Payment,180
R00009011,C011437,2025-09-08,2190.24,Renegotiation,60
R00009012,C011437,2025-10-08,1971.22,Collection,90
R00009013,C011437,2025-11-07,1642.68,Renegotiation,120
R00009014,C011441,2026-05-10,1249.99,Settlement,30
R00009015,C011447,2026-05-10,2100.56,Renegotiation,30
R00009016,C011447,2026-06-09,1750.47,Payment,60
R00009017,C011448,2026-04-09,4104.79,Payment,30
R00009018,C011450,2026-07-10,983.11,Payment,30
R00009019,C011454,2025-12-10,5941.17,Settlement,30
R00009020,C011454,2026-01-09,4950.98,Settlement,60
R00009021,C011454,2026-03-10,3713.23,Settlement,120
R00009022,C011458,2026-05-10,6613.48,Renegotiation,30
R00009023,C011458,2026-08-08,4133.43,Renegotiation,120
R00009024,C011459,2026-05-10,5597.74,Settlement,30
R00009025,C011459,2026-07-09,4198.31,Payment,90
R00009026,C011463,2025-12-09,472.2,Renegotiation,60
R00009027,C011463,2026-01-08,424.98,Payment,90
R00009028,C011463,2026-02-07,354.15,Payment,120
R00009029,C011466,2026-05-10,1527.3,Collection,30
R00009030,C011466,2026-06-09,1272.75,Renegotiation,60
R00009031,C011466,2026-08-08,954.56,Settlement,120
R00009032,C011469,2026-07-08,1762.1,Renegotiation,120
R00009033,C011474,2025-09-09,9062.84,Payment,30
R00009034,C011474,2025-12-08,5664.27,Settlement,120
R00009035,C011474,2026-02-06,4909.04,Collection,180
R00009036,C011475,2026-04-11,451.99,Collection,60
R00009037,C011475,2026-06-10,338.99,Collection,120
R00009038,C011475,2026-08-09,293.79,Collection,180
R00009039,C011480,2026-04-09,580.41,Renegotiation,30
R00009040,C011480,2026-05-09,483.67,Renegotiation,60
R00009041,C011480,2026-06-08,435.31,Payment,90
R00009042,C011481,2026-06-09,400.96,Payment,30
R00009043,C011481,2026-07-09,334.14,Payment,60
R00009044,C011481,2026-08-08,300.72,Payment,90
R00009045,C011486,2026-08-09,15398.48,Payment,30
R00009046,C011492,2025-12-07,28735.99,Renegotiation,180
R00009047,C011492,2026-06-05,22104.61,Payment,360
R00009048,C011501,2026-01-09,1452.31,Renegotiation,30
R00009049,C011501,2026-02-08,1210.26,Collection,60
R00009050,C011501,2026-03-10,1089.23,Renegotiation,90
R00009051,C011501,2026-04-09,907.69,Collection,120
R00009052,C011502,2026-07-10,1106.38,Payment,30
R00009053,C011502,2026-08-09,921.99,Renegotiation,60
R00009054,C011504,2025-09-08,851.22,Payment,60
R00009055,C011504,2025-10-08,766.1,Payment,90
R00009056,C011504,2025-11-07,638.42,Collection,120
R00009057,C011504,2026-01-06,553.29,Payment,180
R00009058,C011508,2026-04-09,11767.79,Settlement,30
R00009059,C011508,2026-05-09,9806.5,Payment,60
R00009060,C011508,2026-06-08,8825.85,Payment,90
R00009061,C011510,2026-04-09,1628.58,Payment,30
R00009062,C011510,2026-06-08,1221.43,Payment,90
R00009063,C011510,2026-07-08,1017.86,Settlement,120
R00009064,C011513,2026-05-10,761.16,Settlement,30
R00009065,C011516,2025-06-08,4295.3,Collection,90
R00009066,C011516,2025-07-08,3579.42,Renegotiation,120
R00009067,C011516,2026-03-05,2386.28,Payment,360
R00009068,C011520,2025-09-08,5295.3,Payment,90
R00009069,C011520,2025-12-07,3824.39,Payment,180
R00009070,C011521,2026-06-09,254.03,Renegotiation,30
R00009071,C011521,2026-08-08,190.52,Payment,90
R00009072,C011526,2026-06-09,1131.09,Renegotiation,30
R00009073,C011526,2026-07-09,942.57,Renegotiation,60
R00009074,C011526,2026-08-08,848.32,Payment,90
R00009075,C011529,2026-04-09,1530.12,Payment,30
R00009076,C011529,2026-06-08,1147.59,Renegotiation,90
R00009077,C011534,2026-07-10,10824.79,Renegotiation,30
R00009078,C011536,2026-07-09,4102.68,Payment,90
R00009079,C011536,2026-08-08,3418.9,Renegotiation,120
R00009080,C011538,2026-08-09,424.23,Payment,60
R00009081,C011543,2025-05-09,2075.31,Payment,60
R00009082,C011543,2025-06-08,1867.78,Payment,90
R00009083,C011543,2025-09-06,1348.95,Payment,180
R00009084,C011545,2025-07-10,3776.63,Renegotiation,30
R00009085,C011545,2025-08-09,3147.19,Renegotiation,60
R00009086,C011545,2025-10-08,2360.39,Renegotiation,120
R00009087,C011545,2025-12-07,2045.67,Renegotiation,180
R00009088,C011548,2025-12-10,772.48,Renegotiation,30
R00009089,C011548,2026-02-08,579.36,Payment,90
R00009090,C011550,2025-08-09,13275.9,Renegotiation,60
R00009091,C011550,2025-09-08,11948.31,Renegotiation,90
R00009092,C011550,2025-10-08,9956.92,Settlement,120
R00009093,C011553,2025-07-10,7706.26,Renegotiation,30
R00009094,C011553,2025-08-09,6421.88,Renegotiation,60
R00009095,C011553,2025-09-08,5779.69,Renegotiation,90
R00009096,C011558,2026-08-09,1212.47,Payment,30
R00009097,C011562,2026-04-09,2194.32,Payment,30
R00009098,C011562,2026-07-08,1371.45,Renegotiation,120
R00009099,C011568,2025-09-09,14344.49,Renegotiation,30
R00009100,C011568,2026-08-05,5976.87,Collection,360
R00009101,C011570,2025-05-10,558.53,Payment,30
R00009102,C011570,2025-07-09,418.9,Payment,90
R00009103,C011570,2025-10-07,302.54,Payment,180
R00009104,C011570,2026-04-05,232.72,Payment,360
R00009105,C011575,2025-11-09,6415.68,Payment,30
R00009106,C011575,2025-12-09,5346.4,Payment,60
R00009107,C011575,2026-01-08,4811.76,Payment,90
R00009108,C011575,2026-04-08,3475.16,Collection,180
R00009109,C011576,2025-07-09,1010.76,Settlement,90
R00009110,C011576,2025-08-08,842.3,Renegotiation,120
R00009111,C011577,2026-05-10,1581.7,Renegotiation,30
R00009112,C011577,2026-08-08,988.56,Renegotiation,120
R00009113,C011581,2026-07-10,10143.98,Payment,30
R00009114,C011581,2026-08-09,8453.32,Settlement,60
R00009115,C011582,2025-07-09,2135.14,Payment,90
R00009116,C011582,2025-10-07,1542.04,Payment,180
R00009117,C011583,2026-02-09,9595.3,Payment,30
R00009118,C011583,2026-04-10,7196.47,Payment,90
R00009119,C011583,2026-05-10,5997.06,Collection,120
R00009120,C011584,2026-06-09,1756.18,Collection,30
R00009121,C011584,2026-07-09,1463.49,Payment,60
R00009122,C011586,2026-04-11,1343.05,Renegotiation,60
R00009123,C011586,2026-06-10,1007.29,Payment,120
R00009124,C011588,2025-06-08,7811.74,Renegotiation,90
R00009125,C011588,2025-09-06,5641.81,Payment,180
R00009126,C011588,2026-03-05,4339.86,Payment,360
R00009127,C011589,2025-11-09,387.68,Collection,30
R00009128,C011589,2025-12-09,323.07,Collection,60
R00009129,C011589,2026-02-07,242.3,Renegotiation,120
R00009130,C011591,2026-07-10,814.54,Renegotiation,30
R00009131,C011592,2026-08-09,744.81,Renegotiation,60
R00009132,C011593,2025-06-09,13015.61,Payment,60
R00009133,C011593,2025-07-09,11714.05,Payment,90
R00009134,C011593,2025-10-07,8460.15,Payment,180
R00009135,C011593,2026-04-05,6507.81,Collection,360
R00009136,C011596,2026-01-09,1148.27,Payment,60
R00009137,C011596,2026-03-10,861.2,Renegotiation,120
R00009138,C011596,2026-05-09,746.38,Payment,180
R00009139,C011598,2025-07-09,945.5,Settlement,90
R00009140,C011598,2025-08-08,787.92,Payment,120
R00009141,C011598,2026-04-05,525.28,Payment,360
R00009142,C011603,2026-07-09,3688.51,Payment,90
R00009143,C011603,2026-08-08,3073.76,Settlement,120
R00009144,C011608,2026-04-09,7143.31,Renegotiation,30
R00009145,C011609,2025-07-09,2890.03,Payment,90
R00009146,C011609,2025-10-07,2087.25,Renegotiation,180
R00009147,C011620,2026-02-09,8358.15,Collection,30
R00009148,C011620,2026-07-09,4527.33,Payment,180
R00009149,C011621,2026-06-09,3635.67,Renegotiation,30
R00009150,C011621,2026-08-08,2726.75,Payment,90
R00009151,C011624,2025-08-09,1610.5,Payment,30
R00009152,C011624,2025-11-07,1006.56,Payment,120
R00009153,C011624,2026-01-06,872.36,Settlement,180
R00009154,C011624,2026-07-05,671.04,Payment,360
R00009155,C011625,2026-03-12,1253.43,Payment,30
R00009156,C011625,2026-04-11,1044.53,Payment,60
R00009157,C011625,2026-08-09,678.94,Payment,180
R00009158,C011631,2026-01-09,1081.43,Renegotiation,30
R00009159,C011631,2026-03-10,811.07,Renegotiation,90
R00009160,C011631,2026-04-09,675.89,Settlement,120
R00009161,C011639,2025-07-10,555.68,Settlement,30
R00009162,C011639,2025-08-09,463.07,Collection,60
R00009163,C011639,2025-10-08,347.3,Payment,120
R00009164,C011639,2025-12-07,300.99,Renegotiation,180
R00009165,C011640,2026-02-09,5646.71,Collection,30
R00009166,C011640,2026-07-09,3058.63,Payment,180
R00009167,C011641,2025-11-07,5983.91,Payment,120
R00009168,C011641,2026-01-06,5186.05,Payment,180
R00009169,C011646,2026-08-09,1418.12,Payment,60
R00009170,C011647,2025-10-09,3532.53,Payment,60
R00009171,C011647,2026-02-06,2296.14,Renegotiation,180
R00009172,C011647,2026-08-05,1766.26,Collection,360
R00009173,C011649,2026-01-08,3142.96,Renegotiation,90
R00009174,C011649,2026-02-07,2619.14,Payment,120
R00009175,C011655,2025-11-09,5217.91,Settlement,30
R00009176,C011655,2026-02-07,3261.19,Renegotiation,120
R00009177,C011655,2026-04-08,2826.37,Renegotiation,180
R00009178,C011657,2026-06-09,2261.58,Collection,60
R00009179,C011657,2026-07-09,2035.42,Payment,90
R00009180,C011659,2026-07-10,23943.96,Collection,30
R00009181,C011659,2026-08-09,19953.3,Payment,60
R00009182,C011663,2026-04-09,1455.77,Settlement,30
R00009183,C011663,2026-05-09,1213.14,Renegotiation,60
R00009184,C011665,2025-11-09,21421.7,Settlement,60
R00009185,C011665,2026-03-09,13924.1,Collection,180
R00009186,C011671,2026-08-09,3624.3,Payment,30
R00009187,C011672,2025-09-09,2703.38,Payment,30
R00009188,C011672,2025-11-08,2027.53,Settlement,90
R00009189,C011672,2026-02-06,1464.33,Renegotiation,180
R00009190,C011672,2026-08-05,1126.41,Payment,360
R00009191,C011679,2026-03-12,453.2,Renegotiation,30
R00009192,C011679,2026-05-11,339.9,Payment,90
R00009193,C011684,2026-05-10,3403.92,Payment,30
R00009194,C011684,2026-06-09,2836.6,Payment,60
R00009195,C011687,2026-07-09,1295.84,Payment,90
R00009196,C011687,2026-08-08,1079.87,Renegotiation,120
R00009197,C011689,2026-05-09,1171.07,Payment,60
R00009198,C011689,2026-06-08,1053.96,Settlement,90
R00009199,C011689,2026-07-08,878.3,Renegotiation,120
R00009200,C011691,2026-01-09,924.38,Payment,30
R00009201,C011691,2026-02-08,770.31,Payment,60
R00009202,C011691,2026-04-09,577.73,Payment,120
R00009203,C011693,2025-10-10,1851.9,Settlement,30
R00009204,C011693,2025-11-09,1543.25,Renegotiation,60
R00009205,C011693,2026-03-09,1003.11,Payment,180
R00009206,C011700,2026-06-09,870.21,Payment,60
R00009207,C011700,2026-08-08,652.66,Renegotiation,120
R00009208,C011701,2026-08-09,3740.91,Settlement,30
R00009209,C011702,2026-03-12,1078.14,Payment,30
R00009210,C011702,2026-05-11,808.61,Payment,90
R00009211,C011702,2026-06-10,673.84,Collection,120
R00009212,C011708,2025-07-09,1958.79,Payment,60
R00009213,C011708,2025-11-06,1273.21,Payment,180
R00009214,C011714,2026-05-09,631.18,Payment,60
R00009215,C011714,2026-06-08,568.07,Collection,90
R00009216,C011714,2026-07-08,473.39,Collection,120
R00009217,C011716,2025-10-08,1605.79,Settlement,90
R00009218,C011716,2026-01-06,1159.74,Settlement,180
R00009219,C011720,2025-07-10,446.66,Payment,30
R00009220,C011720,2025-08-09,372.21,Payment,60
R00009221,C011720,2025-10-08,279.16,Settlement,120
R00009222,C011724,2025-05-10,654.88,Payment,30
R00009223,C011724,2025-06-09,545.73,Settlement,60
R00009224,C011724,2025-08-08,409.3,Payment,120
R00009225,C011727,2025-12-09,5832.87,Renegotiation,60
R00009226,C011727,2026-01-08,5249.58,Collection,90
R00009227,C011727,2026-02-07,4374.65,Renegotiation,120
R00009228,C011728,2026-06-09,19805.14,Collection,30
R00009229,C011728,2026-07-09,16504.28,Renegotiation,60
R00009230,C011740,2026-08-09,1920.85,Payment,180
R00009231,C011742,2025-12-10,2348.81,Settlement,30
R00009232,C011742,2026-01-09,1957.34,Payment,60
R00009233,C011742,2026-03-10,1468.0,Collection,120
R00009234,C011747,2025-07-10,1608.16,Payment,30
R00009235,C011747,2025-09-08,1206.12,Payment,90
R00009236,C011755,2026-03-12,638.86,Payment,30
R00009237,C011755,2026-05-11,479.15,Payment,90
R00009238,C011755,2026-06-10,399.29,Renegotiation,120
R00009239,C011755,2026-08-09,346.05,Payment,180
R00009240,C011757,2026-04-11,12140.47,Renegotiation,60
R00009241,C011757,2026-05-11,10926.42,Payment,90
R00009242,C011757,2026-06-10,9105.35,Payment,120
R00009243,C011758,2026-02-09,1482.1,Renegotiation,30
R00009244,C011758,2026-03-11,1235.08,Payment,60
R00009245,C011758,2026-04-10,1111.57,Collection,90
R00009246,C011759,2026-01-09,3417.78,Settlement,30
R00009247,C011760,2026-04-10,3502.18,Renegotiation,90
R00009248,C011760,2026-05-10,2918.49,Renegotiation,120
R00009249,C011760,2026-07-09,2529.36,Payment,180
R00009250,C011763,2026-07-10,438.79,Renegotiation,30
R00009251,C011763,2026-08-09,365.66,Payment,60
R00009252,C011764,2026-08-08,29399.46,Settlement,90
R00009253,C011776,2026-03-12,40162.33,Collection,30
R00009254,C011776,2026-04-11,33468.61,Settlement,60
R00009255,C011778,2026-07-09,27821.13,Payment,60
R00009256,C011781,2026-01-08,682.99,Payment,90
R00009257,C011781,2026-04-08,493.27,Payment,180
R00009258,C011782,2026-03-12,25453.56,Payment,30
R00009259,C011782,2026-06-10,15908.47,Payment,120
R00009260,C011782,2026-08-09,13787.34,Renegotiation,180
R00009261,C011784,2026-06-09,511.31,Collection,30
R00009262,C011784,2026-08-08,383.49,Renegotiation,90
R00009263,C011786,2025-08-09,11563.37,Payment,30
R00009264,C011786,2025-10-08,8672.53,Payment,90
R00009265,C011786,2025-11-07,7227.11,Renegotiation,120
R00009266,C011786,2026-07-05,4818.07,Collection,360
R00009267,C011794,2026-02-09,705.69,Renegotiation,30
R00009268,C011794,2026-04-10,529.27,Payment,90
R00009269,C011794,2026-05-10,441.06,Payment,120
R00009270,C011800,2026-08-09,10153.11,Payment,60
R00009271,C011804,2025-12-10,3564.37,Renegotiation,30
R00009272,C011808,2026-04-11,2734.93,Settlement,60
R00009273,C011808,2026-06-10,2051.2,Collection,120
R00009274,C011808,2026-08-09,1777.7,Settlement,180
R00009275,C011813,2026-02-09,4998.83,Payment,30
R00009276,C011813,2026-05-10,3124.27,Payment,120
R00009277,C011816,2025-10-08,2738.38,Settlement,90
R00009278,C011816,2026-01-06,1977.72,Collection,180
R00009279,C011817,2025-12-10,1310.13,Settlement,30
R00009280,C011817,2026-01-09,1091.78,Renegotiation,60
R00009281,C011821,2025-09-07,471.65,Renegotiation,120
R00009282,C011821,2025-11-06,408.76,Renegotiation,180
R00009283,C011821,2026-05-05,314.43,Payment,360
R00009284,C011824,2025-07-10,5599.09,Payment,30
R00009285,C011824,2025-08-09,4665.91,Payment,60
R00009286,C011824,2025-09-08,4199.32,Renegotiation,90
R00009287,C011824,2026-06-05,2332.95,Payment,360
R00009288,C011827,2026-03-12,1632.42,Payment,30
R00009289,C011827,2026-06-10,1020.26,Renegotiation,120
R00009290,C011828,2026-08-08,2174.34,Settlement,90
R00009291,C011830,2026-07-09,1352.88,Payment,60
R00009292,C011830,2026-08-08,1217.59,Payment,90
R00009293,C011831,2026-04-09,1119.1,Settlement,30
R00009294,C011831,2026-07-08,699.44,Payment,120
R00009295,C011833,2026-06-09,823.0,Collection,30
R00009296,C011833,2026-08-08,617.25,Settlement,90
R00009297,C011834,2026-01-09,2986.4,Settlement,30
R00009298,C011834,2026-02-08,2488.67,Payment,60
R00009299,C011834,2026-03-10,2239.8,Payment,90
R00009300,C011837,2026-02-09,644.56,Renegotiation,30
R00009301,C011837,2026-03-11,537.13,Payment,60
R00009302,C011837,2026-05-10,402.85,Settlement,120
R00009303,C011838,2026-07-09,1548.95,Renegotiation,90
R00009304,C011838,2026-08-08,1290.79,Settlement,120
R00009305,C011840,2026-03-11,924.6,Collection,60
R00009306,C011840,2026-05-10,693.45,Collection,120
R00009307,C011843,2026-03-12,4959.7,Payment,30
R00009308,C011843,2026-06-10,3099.81,Renegotiation,120
R00009309,C011843,2026-08-09,2686.51,Payment,180
R00009310,C011848,2026-01-09,13964.08,Collection,60
R00009311,C011848,2026-02-08,12567.68,Payment,90
R00009312,C011849,2026-06-09,836.07,Payment,30
R00009313,C011854,2026-05-09,1406.86,Collection,60
R00009314,C011854,2026-06-08,1266.18,Renegotiation,90
R00009315,C011854,2026-07-08,1055.15,Renegotiation,120
R00009316,C011865,2026-04-09,409.9,Collection,30
R00009317,C011865,2026-05-09,341.59,Settlement,60
R00009318,C011865,2026-06-08,307.43,Renegotiation,90
R00009319,C011870,2025-10-08,1814.78,Payment,90
R00009320,C011870,2025-11-07,1512.32,Payment,120
R00009321,C011875,2026-07-10,1520.3,Payment,30
R00009322,C011875,2026-08-09,1266.91,Renegotiation,60
R00009323,C011878,2025-11-09,1389.42,Renegotiation,60
R00009324,C011878,2025-12-09,1250.48,Payment,90
R00009325,C011882,2026-03-12,10410.95,Payment,30
R00009326,C011882,2026-04-11,8675.79,Collection,60
R00009327,C011882,2026-06-10,6506.84,Payment,120
R00009328,C011882,2026-08-09,5639.26,Collection,180
R00009329,C011883,2025-11-09,575.86,Renegotiation,60
R00009330,C011885,2025-05-10,710.86,Payment,30
R00009331,C011885,2025-07-09,533.14,Renegotiation,90
R00009332,C011885,2025-10-07,385.05,Payment,180
R00009333,C011886,2026-04-09,365.7,Settlement,30
R00009334,C011886,2026-05-09,304.75,Renegotiation,60
R00009335,C011886,2026-06-08,274.28,Payment,90
R00009336,C011886,2026-07-08,228.57,Payment,120
R00009337,C011893,2026-01-09,11718.1,Collection,60
R00009338,C011893,2026-02-08,10546.29,Payment,90
R00009339,C011894,2026-06-09,3402.21,Settlement,30
R00009340,C011894,2026-07-09,2835.17,Collection,60
R00009341,C011899,2026-07-09,4231.0,Payment,60
R00009342,C011901,2026-05-10,3746.29,Payment,30
R00009343,C011901,2026-06-09,3121.91,Collection,60
R00009344,C011903,2025-10-10,1449.47,Settlement,30
R00009345,C011903,2025-11-09,1207.89,Payment,60
R00009346,C011903,2026-03-09,785.13,Collection,180
R00009347,C011905,2025-10-09,1243.94,Settlement,60
R00009348,C011905,2026-02-06,808.56,Payment,180
R00009349,C011905,2026-08-05,621.97,Renegotiation,360
R00009350,C011907,2025-06-09,794.49,Collection,30
R00009351,C011907,2025-07-09,662.07,Collection,60
R00009352,C011907,2025-09-07,496.55,Collection,120
R00009353,C011907,2025-11-06,430.35,Settlement,180
R00009354,C011908,2025-08-09,30184.85,Renegotiation,30
R00009355,C011908,2025-09-08,25154.04,Settlement,60
R00009356,C011909,2026-05-09,1994.6,Payment,60
R00009357,C011909,2026-07-08,1495.95,Payment,120
R00009358,C011910,2026-02-09,1796.49,Payment,30
R00009359,C011910,2026-03-11,1497.07,Renegotiation,60
R00009360,C011910,2026-05-10,1122.81,Collection,120
R00009361,C011911,2026-07-10,1532.24,Payment,30
R00009362,C011911,2026-08-09,1276.87,Renegotiation,60
R00009363,C011912,2025-09-08,1430.01,Payment,60
R00009364,C011912,2025-10-08,1287.01,Payment,90
R00009365,C011912,2026-07-05,715.0,Payment,360
R00009366,C011913,2026-02-09,1182.58,Payment,30
R00009367,C011913,2026-04-10,886.94,Payment,90
R00009368,C011915,2026-06-09,6072.8,Collection,30
R00009369,C011916,2026-06-08,857.86,Collection,90
R00009370,C011919,2026-06-09,3797.4,Settlement,30
R00009371,C011921,2025-12-10,381.83,Renegotiation,30
R00009372,C011921,2026-03-10,238.64,Payment,120
R00009373,C011922,2025-07-09,1440.06,Payment,60
R00009374,C011922,2026-05-05,720.03,Renegotiation,360
R00009375,C011925,2026-03-12,2212.62,Renegotiation,30
R00009376,C011928,2026-02-09,667.75,Collection,30
R00009377,C011928,2026-03-11,556.46,Settlement,60
R00009378,C011928,2026-04-10,500.81,Payment,90
R00009379,C011929,2026-07-09,4035.97,Renegotiation,90
R00009380,C011929,2026-08-08,3363.31,Payment,120
R00009381,C011931,2025-12-10,1788.48,Payment,30
R00009382,C011931,2026-01-09,1490.4,Payment,60
R00009383,C011931,2026-02-08,1341.36,Payment,90
R00009384,C011931,2026-03-10,1117.8,Collection,120
